Crime ID,Crime Type,Report Date,Report Month,Report Year,Occurred Date,Address,Street Number,Street Direction,Street Name,Street Type,Latitude,Longitude,City,Zip,Location 1,RowID
20162420317,Larceny,8/29/2016,Aug,2016,8/26/2016,2400 Block of E ADOBE ST,2400,E,ADOBE,ST,33.430136,-111.778957,MESA,85213,"(33.430136, -111.778957)",2.01624E+11
20162420329,Burglary,8/29/2016,Aug,2016,8/29/2016,2600 Block of E LEONORA ST,2600,E,LEONORA,ST,33.456093,-111.774471,MESA,85213,"(33.456093, -111.774471)",2.01624E+11
20162420333,Larceny,8/29/2016,Aug,2016,,4400 Block of E UNIVERSITY DR,4400,E,UNIVERSITY,DR,33.422552,-111.735898,MESA,85205,"(33.422552, -111.735898)",2.01624E+11
20162420334,Burglary,8/29/2016,Aug,2016,8/29/2016,700 Block of S SOLOMON,700,S,SOLOMON,,33.401832,-111.809952,MESA,85204,"(33.401832, -111.809952)",2.01624E+11
20162420353,Aggravated Assault,8/29/2016,Aug,2016,8/29/2016,500 Block of N HORNE,500,N,HORNE,,33.42422,-111.814226,MESA,85203,"(33.42422, -111.814226)",2.01624E+11
20162420388,Motor Vehicle Theft,8/29/2016,Aug,2016,8/29/2016,1400 Block of S DOBSON RD,1400,S,DOBSON,RD,33.389154,-111.87438,MESA,85202,"(33.389154, -111.87438)",2.01624E+11
20162420390,Larceny,8/29/2016,Aug,2016,8/28/2016,1400 Block of W BASS PRO DR,1400,W,BASS PRO,DR,33.435828,-111.861102,MESA,85201,"(33.435828, -111.861102)",2.01624E+11
20162420416,Larceny,8/29/2016,Aug,2016,8/29/2016,4000 Block of E OASIS CIR,4000,E,OASIS,CIR,33.467478,-111.670324,MESA,85215,"(33.467478, -111.670324)",2.01624E+11
20162420425,Larceny,8/29/2016,Aug,2016,8/29/2016,500 Block of E AUTO CENTER DR,500,E,AUTO CENTER,DR,33.383669,-111.820035,MESA,85204,"(33.383669, -111.820035)",2.01624E+11
20162420430,Burglary,8/29/2016,Aug,2016,8/27/2016,1200 Block of W GARY ST,1200,W,GARY,ST,33.438042,-111.855916,MESA,85201,"(33.438042, -111.855916)",2.01624E+11
20162420431,Larceny,8/29/2016,Aug,2016,8/28/2016,2400 Block of E MAIN ST,2400,E,MAIN,ST,33.41517,-111.779548,MESA,85213,"(33.41517, -111.779548)",2.01624E+11
20162420442,Aggravated Assault,8/29/2016,Aug,2016,8/27/2016,9900 Block of E EL MORO AVE,9900,E,EL MORO,AVE,33.397177,-111.617438,MESA,85208,"(33.397177, -111.617438)",2.01624E+11
20162420444,Larceny,8/29/2016,Aug,2016,8/29/2016,2000 Block of S STAPLEY DR,2000,S,STAPLEY,DR,33.380367,-111.803553,MESA,85204,"(33.380367, -111.803553)",2.01624E+11
20162420452,Larceny,8/29/2016,Aug,2016,8/29/2016,200 Block of W BASELINE RD,200,W,BASELINE,RD,33.378569,-111.836957,MESA,85210,"(33.378569, -111.836957)",2.01624E+11
20162420455,Motor Vehicle Theft,8/29/2016,Aug,2016,8/26/2016,3000 Block of E MAIN ST,3000,E,MAIN,ST,33.415213,-111.766607,MESA,85213,"(33.415213, -111.766607)",2.01624E+11
20162420460,Larceny,8/29/2016,Aug,2016,8/14/2016,4500 Block of E MCKELLIPS RD,4500,E,MCKELLIPS,RD,33.449728,-111.733758,MESA,85205,"(33.449728, -111.733758)",2.01624E+11
20162420466,Burglary,8/29/2016,Aug,2016,8/29/2016,1100 Block of W EMERALD AVE,1100,W,EMERALD,AVE,33.396588,-111.85495,MESA,85210,"(33.396588, -111.85495)",2.01624E+11
20162420481,Larceny,8/29/2016,Aug,2016,8/29/2016,300 Block of E 10TH DR,300,E,10TH,DR,33.39569,-111.825122,MESA,85210,"(33.39569, -111.825122)",2.01624E+11
20162420492,Larceny,8/29/2016,Aug,2016,8/29/2016,200 Block of W BASELINE RD,200,W,BASELINE,RD,33.378569,-111.836957,MESA,85210,"(33.378569, -111.836957)",2.01624E+11
20162420502,Larceny,8/29/2016,Aug,2016,8/27/2016,10600 Block of E SHEFFIELD DR,10600,E,SHEFFIELD,DR,33.330664,-111.605286,MESA,85212,"(33.330664, -111.605286)",2.01624E+11
20162420503,Burglary,8/29/2016,Aug,2016,8/29/2016,1100 Block of W FRITO AVE,1100,W,FRITO,AVE,33.395431,-111.854981,MESA,85210,"(33.395431, -111.854981)",2.01624E+11
20162420514,Robbery,8/29/2016,Aug,2016,8/29/2016,1400 Block of W SOUTHERN AVE,1400,W,SOUTHERN,AVE,33.394349,-111.862175,MESA,85202,"(33.394349, -111.862175)",2.01624E+11
20162420517,Larceny,8/29/2016,Aug,2016,8/29/2016,900 Block of N DOBSON RD,900,N,DOBSON,RD,33.432374,-111.872813,MESA,85201,"(33.432374, -111.872813)",2.01624E+11
20162420530,Larceny,8/29/2016,Aug,2016,8/29/2016,10600 Block of E SHEFFIELD DR,10600,E,SHEFFIELD,DR,33.330664,-111.605286,MESA,85212,"(33.330664, -111.605286)",2.01624E+11
20162420533,Larceny,8/29/2016,Aug,2016,8/29/2016,500 Block of E SOUTHERN AVE,500,E,SOUTHERN,AVE,33.393578,-111.820459,MESA,85204,"(33.393578, -111.820459)",2.01624E+11
20162420536,Larceny,8/29/2016,Aug,2016,8/29/2016,1500 Block of S POWER RD,1500,S,POWER,RD,33.388732,-111.681504,MESA,85209,"(33.388732, -111.681504)",2.01624E+11
20162420537,Larceny,8/29/2016,Aug,2016,8/29/2016,200 Block of W BASELINE RD,200,W,BASELINE,RD,33.378569,-111.836957,MESA,85210,"(33.378569, -111.836957)",2.01624E+11
20162420592,Larceny,8/29/2016,Aug,2016,8/25/2016,700 Block of W UNIVERSITY DR,700,W,UNIVERSITY,DR,33.42245,-111.846286,MESA,85201,"(33.42245, -111.846286)",2.01624E+11
20162420594,Burglary,8/29/2016,Aug,2016,8/28/2016,1100 Block of W EMERALD AVE,1100,W,EMERALD,AVE,33.396588,-111.85495,MESA,85210,"(33.396588, -111.85495)",2.01624E+11
20162420608,Burglary,8/29/2016,Aug,2016,8/29/2016,200 Block of N DREW ST,200,N,DREW,ST,33.419753,-111.832498,MESA,85201,"(33.419753, -111.832498)",2.01624E+11
20162420613,Aggravated Assault,8/29/2016,Aug,2016,8/29/2016,1900 Block of E HAMPTON AVE,1900,E,HAMPTON,AVE,33.389983,-111.790619,MESA,85204,"(33.389983, -111.790619)",2.01624E+11
20162420616,Larceny,8/29/2016,Aug,2016,6/19/2016,2900 Block of E MALLORY ST,2900,E,MALLORY,ST,33.460596,-111.768089,MESA,85213,"(33.460596, -111.768089)",2.01624E+11
20162420638,Larceny,8/29/2016,Aug,2016,8/29/2016,2100 Block of E SOUTHERN AVE,2100,E,SOUTHERN,AVE,33.39263,-111.896039,MESA,85204,"(33.39263, -111.896039)",2.01624E+11
20162420651,Larceny,8/29/2016,Aug,2016,8/29/2016,6700 Block of E MCKELLIPS RD,6700,E,MCKELLIPS,RD,33.45225,-111.686311,MESA,85215,"(33.45225, -111.686311)",2.01624E+11
20162420654,Robbery,8/29/2016,Aug,2016,6/10/2016,700 Block of W UNIVERSITY DR,700,W,UNIVERSITY,DR,33.42245,-111.846286,MESA,85201,"(33.42245, -111.846286)",2.01624E+11
20162420667,Aggravated Assault,8/29/2016,Aug,2016,8/29/2016,9300 Block of E MAIN ST,9300,E,MAIN,ST,33.414885,-111.630247,MESA,85207,"(33.414885, -111.630247)",2.01624E+11
20162420688,Burglary,8/29/2016,Aug,2016,8/29/2016,1200 Block of W DEVONSHIRE ST,1200,W,DEVONSHIRE,ST,33.4282,-111.857053,MESA,85201,"(33.4282, -111.857053)",2.01624E+11
20162420723,Larceny,8/29/2016,Aug,2016,8/29/2016,2200 Block of E BASELINE RD,2200,E,BASELINE,RD,33.37933,-111.785118,MESA,85204,"(33.37933, -111.785118)",2.01624E+11
20162420743,Larceny,8/29/2016,Aug,2016,8/29/2016,700 Block of E MCKELLIPS RD,700,E,MCKELLIPS,RD,33.451263,-111.815573,MESA,85203,"(33.451263, -111.815573)",2.01624E+11
20162430041,Aggravated Assault,8/30/2016,Aug,2016,8/30/2016,700 Block of N CHERRY,700,N,CHERRY,,33.427756,-111.845948,MESA,85201,"(33.427756, -111.845948)",2.01624E+11
20162430051,Robbery,8/30/2016,Aug,2016,8/30/2016,2000 Block of N COUNTRY CLUB DR,2000,N,COUNTRY CLUB,DR,33.451856,-111.839472,MESA,85201,"(33.451856, -111.839472)",2.01624E+11
20162430098,Larceny,8/30/2016,Aug,2016,8/29/2016,1600 Block of E 2ND ST,1600,E,2ND,ST,33.418748,-111.796622,MESA,85203,"(33.418748, -111.796622)",2.01624E+11
20162430162,Larceny,8/30/2016,Aug,2016,8/27/2016,100 Block of N GILBERT RD,100,N,GILBERT,RD,33.417801,-111.787846,MESA,85213,"(33.417801, -111.787846)",2.01624E+11
20162430209,Motor Vehicle Theft,8/30/2016,Aug,2016,8/30/2016,2400 Block of W MAIN ST,2400,W,MAIN,ST,33.41502,-111.883378,MESA,85202,"(33.41502, -111.883378)",2.01624E+11
20162430244,Larceny,8/30/2016,Aug,2016,8/30/2016,1400 Block of S POWER RD,1400,S,POWER,RD,33.390172,-111.684075,MESA,85209,"(33.390172, -111.684075)",2.01624E+11
20162430271,Larceny,8/30/2016,Aug,2016,5/27/2016,800 Block of N HORNE,800,N,HORNE,,33.431003,-111.814224,MESA,85203,"(33.431003, -111.814224)",2.01624E+11
20162430300,Burglary,8/30/2016,Aug,2016,8/29/2016,10800 Block of E CRESCENT AVE,10800,E,CRESCENT,AVE,33.406222,-111.597187,MESA,85208,"(33.406222, -111.597187)",2.01624E+11
20162430328,Larceny,8/30/2016,Aug,2016,8/30/2016,1100 Block of W GUADALUPE RD,1100,W,GUADALUPE,RD,33.364004,-111.856581,MESA,85210,"(33.364004, -111.856581)",2.01624E+11
20162430332,Larceny,8/30/2016,Aug,2016,8/29/2016,3100 Block of E HALE ST,3100,E,HALE,ST,33.444247,-111.764116,MESA,85213,"(33.444247, -111.764116)",2.01624E+11
20162430358,Aggravated Assault,8/30/2016,Aug,2016,8/30/2016,1200 Block of N MESA DR,1200,N,MESA,DR,33.437087,-111.822387,MESA,85203,"(33.437087, -111.822387)",2.01624E+11
20162430358,Aggravated Assault,8/30/2016,Aug,2016,8/30/2016,1200 Block of N MESA DR,1200,N,MESA,DR,33.437087,-111.822387,MESA,85203,"(33.437087, -111.822387)",2.01624E+11
20162430392,Burglary,8/30/2016,Aug,2016,8/30/2016,700 Block of W PANTERA AVE,700,W,PANTERA,AVE,33.357635,-111.848979,MESA,85210,"(33.357635, -111.848979)",2.01624E+11
20162430398,Larceny,8/30/2016,Aug,2016,,5800 Block of E MCKELLIPS RD,5800,E,MCKELLIPS,RD,33.451605,-111.705437,MESA,85205,"(33.451605, -111.705437)",2.01624E+11
20162430408,Larceny,8/30/2016,Aug,2016,8/29/2016,7400 Block of E UNIVERSITY DR,7400,E,UNIVERSITY,DR,33.425165,-111.668095,MESA,85207,"(33.425165, -111.668095)",2.01624E+11
20162430415,Larceny,8/30/2016,Aug,2016,8/30/2016,200 Block of W BASELINE RD,200,W,BASELINE,RD,33.378569,-111.836957,MESA,85210,"(33.378569, -111.836957)",2.01624E+11
20162430438,Larceny,8/30/2016,Aug,2016,8/29/2016,1500 Block of W BROADWAY RD,1500,W,BROADWAY,RD,33.407343,-111.864432,MESA,85202,"(33.407343, -111.864432)",2.01624E+11
20162430453,Larceny,8/30/2016,Aug,2016,8/30/2016,1700 Block of S GREENFIELD RD,1700,S,GREENFIELD,RD,33.384012,-111.737149,MESA,85206,"(33.384012, -111.737149)",2.01624E+11
20162430479,Larceny,8/30/2016,Aug,2016,8/30/2016,1600 Block of S SIGNAL BUTTE RD,1600,S,SIGNAL BUTTE,RD,33.384958,-111.598936,MESA,85209,"(33.384958, -111.598936)",2.01624E+11
20162430495,Larceny,8/30/2016,Aug,2016,8/30/2016,2200 Block of E SOUTHERN AVE,2200,E,SOUTHERN,AVE,33.393355,-111.783806,MESA,85204,"(33.393355, -111.783806)",2.01624E+11
20162430516,Motor Vehicle Theft,8/30/2016,Aug,2016,8/30/2016,2100 Block of E PUEBLO AVE,2100,E,PUEBLO,AVE,33.400657,-111.785926,MESA,85204,"(33.400657, -111.785926)",2.01624E+11
20162430517,Larceny,8/30/2016,Aug,2016,7/23/2016,4200 Block of E PUEBLO AVE,4200,E,PUEBLO,AVE,33.400464,-111.73865,MESA,85206,"(33.400464, -111.73865)",2.01624E+11
20162430519,Forcible Rape,8/30/2016,Aug,2016,8/30/2016,2200 Block of E UNIVERSITY DR,2200,E,UNIVERSITY,DR,33.42285,-111.783095,MESA,85213,"(33.42285, -111.783095)",2.01624E+11
20162430525,Larceny,8/30/2016,Aug,2016,8/30/2016,3600 Block of E SOUTHERN AVE,3600,E,SOUTHERN,AVE,33.394069,-111.753284,MESA,85206,"(33.394069, -111.753284)",2.01624E+11
20162430527,Motor Vehicle Theft,8/30/2016,Aug,2016,8/8/2016,3000 Block of E CABALLERO ST,3000,E,CABALLERO,ST,33.423777,-111.766595,MESA,85213,"(33.423777, -111.766595)",2.01624E+11
20162430534,Larceny,8/30/2016,Aug,2016,8/30/2016,2000 Block of W MAIN ST,2000,W,MAIN,ST,33.41455,-111.874824,MESA,85201,"(33.41455, -111.874824)",2.01624E+11
20162430546,Burglary,8/30/2016,Aug,2016,8/30/2016,1700 Block of E HOPE ST,1700,E,HOPE,ST,33.443055,-111.794088,MESA,85203,"(33.443055, -111.794088)",2.01624E+11
20162430560,Motor Vehicle Theft,8/30/2016,Aug,2016,8/5/2016,700 Block of W MAIN ST,700,W,MAIN,ST,33.414831,-111.846353,MESA,85201,"(33.414831, -111.846353)",2.01624E+11
20162430561,Larceny,8/30/2016,Aug,2016,8/21/2016,2000 Block of W SOUTHERN AVE,2000,W,SOUTHERN,AVE,33.393455,-111.875419,MESA,85202,"(33.393455, -111.875419)",2.01624E+11
20162430577,Robbery,8/30/2016,Aug,2016,8/30/2016,3300 Block of E UNIVERSITY DR,3300,E,UNIVERSITY,DR,33.422468,-111.759729,MESA,85213,"(33.422468, -111.759729)",2.01624E+11
20162430594,Larceny,8/30/2016,Aug,2016,8/30/2016,1700 Block of S GREENFIELD RD,1700,S,GREENFIELD,RD,33.384012,-111.737149,MESA,85206,"(33.384012, -111.737149)",2.01624E+11
20162430611,Larceny,8/30/2016,Aug,2016,8/30/2016,1900 Block of N STAPLEY DR,1900,N,STAPLEY,DR,33.45039,-111.80343,MESA,85203,"(33.45039, -111.80343)",2.01624E+11
20162430617,Larceny,8/30/2016,Aug,2016,8/26/2016,200 Block of E 1ST AVE,200,E,1ST,AVE,33.413123,-111.825847,MESA,85210,"(33.413123, -111.825847)",2.01624E+11
20162430626,Burglary,8/30/2016,Aug,2016,8/16/2016,3400 Block of E ELMWOOD ST,3400,E,ELMWOOD,ST,33.4323,-111.757332,MESA,85213,"(33.4323, -111.757332)",2.01624E+11
20162430648,Larceny,8/30/2016,Aug,2016,8/28/2016,1900 Block of S DOBSON RD,1900,S,DOBSON,RD,33.379593,-111.877876,MESA,85202,"(33.379593, -111.877876)",2.01624E+11
20162430649,Larceny,8/30/2016,Aug,2016,8/30/2016,200 Block of W BASELINE RD,200,W,BASELINE,RD,33.378569,-111.836957,MESA,85210,"(33.378569, -111.836957)",2.01624E+11
20162430682,Larceny,8/30/2016,Aug,2016,8/30/2016,1100 Block of N ELLSWORTH RD,1100,N,ELLSWORTH,RD,33.435887,-111.633013,MESA,85207,"(33.435887, -111.633013)",2.01624E+11
20162430690,Larceny,8/30/2016,Aug,2016,8/30/2016,1400 Block of N BEL AIR DR,1400,N,BEL AIR,DR,33.44037,-111.841144,MESA,85201,"(33.44037, -111.841144)",2.01624E+11
20162430752,Burglary,8/30/2016,Aug,2016,8/15/2016,1000 Block of S SETON,1000,S,SETON,,33.396125,-111.718834,MESA,85206,"(33.396125, -111.718834)",2.01624E+11
20162430783,Larceny,8/30/2016,Aug,2016,8/30/2016,1600 Block of E MAIN ST,1600,E,MAIN,ST,33.41589,-111.796623,MESA,85204,"(33.41589, -111.796623)",2.01624E+11
20162430797,Burglary,8/30/2016,Aug,2016,8/30/2016,400 Block of S SOSSAMAN RD,400,S,SOSSAMAN,RD,33.407139,-111.667781,MESA,85208,"(33.407139, -111.667781)",2.01624E+11
20162430798,Larceny,8/30/2016,Aug,2016,8/30/2016,2100 Block of W MAIN ST,2100,W,MAIN,ST,33.415126,-111.877187,MESA,85202,"(33.415126, -111.877187)",2.01624E+11
20162430833,Robbery,8/30/2016,Aug,2016,8/30/2016,800 Block of S VINEYARD,800,S,VINEYARD,,33.400295,-111.84256,MESA,85210,"(33.400295, -111.84256)",2.01624E+11
20162587001,Larceny,8/30/2016,Aug,2016,8/30/2016,6300 Block of E SOUTHERN AVE,6300,E,SOUTHERN,AVE,33.392472,-111.695157,MESA,85206,"(33.392472, -111.695157)",2.01626E+11
20162637000,Larceny,8/30/2016,Aug,2016,8/30/2016,9200 Block of E BROWN RD,9200,E,BROWN,RD,33.437144,-111.63143,MESA,85207,"(33.437144, -111.63143)",2.01626E+11
20162707008,Larceny,8/30/2016,Aug,2016,8/27/2016,5100 Block of E UNIVERSITY DR,5100,E,UNIVERSITY,DR,33.423643,-111.72059,MESA,85205,"(33.423643, -111.72059)",2.01627E+11
20162440011,Larceny,8/31/2016,Aug,2016,8/31/2016,1900 Block of N SPRING,1900,N,SPRING,,33.449758,-111.821672,MESA,85203,"(33.449758, -111.821672)",2.01624E+11
20162440093,Larceny,8/31/2016,Aug,2016,8/31/2016,2600 Block of E BROADWAY RD,2600,E,BROADWAY,RD,33.404682,-111.773867,MESA,85204,"(33.404682, -111.773867)",2.01624E+11
20162440099,Larceny,8/31/2016,Aug,2016,8/30/2016,2100 Block of W POSADA AVE,2100,W,POSADA,AVE,33.358124,-111.878931,MESA,85202,"(33.358124, -111.878931)",2.01624E+11
20162440123,Larceny,8/31/2016,Aug,2016,8/30/2016,2100 Block of W POSADA AVE,2100,W,POSADA,AVE,33.358124,-111.878931,MESA,85202,"(33.358124, -111.878931)",2.01624E+11
20162440125,Motor Vehicle Theft,8/31/2016,Aug,2016,8/31/2016,900 Block of N DOBSON RD,900,N,DOBSON,RD,33.432374,-111.872813,MESA,85201,"(33.432374, -111.872813)",2.01624E+11
20162440133,Larceny,8/31/2016,Aug,2016,8/31/2016,1400 Block of S GILBERT RD,1400,S,GILBERT,RD,33.388434,-111.788867,MESA,85204,"(33.388434, -111.788867)",2.01624E+11
20162440135,Larceny,8/31/2016,Aug,2016,8/30/2016,1600 Block of N VAL VISTA DR,1600,N,VAL VISTA,DR,33.446897,-111.753201,MESA,85213,"(33.446897, -111.753201)",2.01624E+11
20162440142,Burglary,8/31/2016,Aug,2016,8/31/2016,500 Block of S GILBERT RD,500,S,GILBERT,RD,33.406436,-111.788028,MESA,85204,"(33.406436, -111.788028)",2.01624E+11
20162440152,Larceny,8/31/2016,Aug,2016,8/31/2016,400 Block of E SOUTHERN AVE,400,E,SOUTHERN,AVE,33.393584,-111.822188,MESA,85210,"(33.393584, -111.822188)",2.01624E+11
20162440224,Larceny,8/31/2016,Aug,2016,8/30/2016,1300 Block of N 40TH ST,1300,N,40TH,ST,33.439642,-111.745159,MESA,85205,"(33.439642, -111.745159)",2.01624E+11
20162440247,Burglary,8/31/2016,Aug,2016,8/30/2016,2900 Block of S COUNTRY CLUB DR,2900,S,COUNTRY CLUB,DR,33.359503,-111.842099,MESA,85210,"(33.359503, -111.842099)",2.01624E+11
20162440261,Larceny,8/31/2016,Aug,2016,8/26/2016,200 Block of N 74TH ST,200,N,74TH,ST,33.418976,-111.672644,MESA,85207,"(33.418976, -111.672644)",2.01624E+11
20162440268,Burglary,8/31/2016,Aug,2016,8/28/2016,3400 Block of E DOWNING ST,3400,E,DOWNING,ST,33.428929,-111.757755,MESA,85213,"(33.428929, -111.757755)",2.01624E+11
20162440272,Burglary,8/31/2016,Aug,2016,8/10/2016,5700 Block of E MCDOWELL RD,5700,E,MCDOWELL,RD,33.466595,-111.707356,MESA,85215,"(33.466595, -111.707356)",2.01624E+11
20162440285,Larceny,8/31/2016,Aug,2016,8/30/2016,700 Block of W INGLEWOOD ST,700,W,INGLEWOOD,ST,33.447221,-111.845886,MESA,85201,"(33.447221, -111.845886)",2.01624E+11
20162440323,Larceny,8/31/2016,Aug,2016,7/19/2016,2100 Block of W ISABELLA AVE,2100,W,ISABELLA,AVE,33.383532,-111.877879,MESA,85202,"(33.383532, -111.877879)",2.01624E+11
20162440326,Larceny,8/31/2016,Aug,2016,8/31/2016,1400 Block of E MAIN ST,1400,E,MAIN,ST,33.415019,-111.801602,MESA,85203,"(33.415019, -111.801602)",2.01624E+11
20162440328,Burglary,8/31/2016,Aug,2016,8/16/2016,1800 Block of W 1ST AVE,1800,W,1ST,AVE,33.412024,-111.870014,MESA,85202,"(33.412024, -111.870014)",2.01624E+11
20162440329,Larceny,8/31/2016,Aug,2016,8/31/2016,0 Block of S SIRRINE,0,S,SIRRINE,,33.414293,-111.829162,MESA,85210,"(33.414293, -111.829162)",2.01624E+11
20162440346,Larceny,8/31/2016,Aug,2016,8/30/2016,0 Block of W INGLEWOOD ST,0,W,INGLEWOOD,ST,33.447464,-111.831503,MESA,85201,"(33.447464, -111.831503)",2.01624E+11
20162440423,Larceny,8/31/2016,Aug,2016,8/31/2016,2700 Block of N POWER RD,2700,N,POWER,RD,33.464759,-111.683643,MESA,85207,"(33.464759, -111.683643)",2.01624E+11
20162440463,Burglary,8/31/2016,Aug,2016,8/31/2016,300 Block of E BROWN RD,300,E,BROWN,RD,33.43449,-111.824659,MESA,85201,"(33.43449, -111.824659)",2.01624E+11
20162440481,Larceny,8/31/2016,Aug,2016,8/31/2016,6500 Block of E SOUTHERN AVE,6500,E,SOUTHERN,AVE,33.39245,-111.690381,MESA,85206,"(33.39245, -111.690381)",2.01624E+11
20162440484,Larceny,8/31/2016,Aug,2016,8/31/2016,200 Block of W BASELINE RD,200,W,BASELINE,RD,33.378569,-111.836957,MESA,85210,"(33.378569, -111.836957)",2.01624E+11
20162440490,Larceny,8/31/2016,Aug,2016,8/31/2016,7300 Block of E ADOBE ST,7300,E,ADOBE,ST,33.43001,-111.672658,MESA,85207,"(33.43001, -111.672658)",2.01624E+11
20162440493,Larceny,8/31/2016,Aug,2016,8/28/2016,300 Block of N MESA DR,300,N,MESA,DR,33.42186,-111.823162,MESA,85201,"(33.42186, -111.823162)",2.01624E+11
20162440499,Larceny,8/31/2016,Aug,2016,8/31/2016,900 Block of N DOBSON RD,900,N,DOBSON,RD,33.432374,-111.872813,MESA,85201,"(33.432374, -111.872813)",2.01624E+11
20162440524,Larceny,8/31/2016,Aug,2016,8/31/2016,6000 Block of E MAIN ST,6000,E,MAIN,ST,33.41533,-111.701516,MESA,85205,"(33.41533, -111.701516)",2.01624E+11
20162440526,Larceny,8/31/2016,Aug,2016,8/30/2016,5900 Block of E MCKELLIPS RD,5900,E,MCKELLIPS,RD,33.450736,-111.703692,MESA,85205,"(33.450736, -111.703692)",2.01624E+11
20162440532,Burglary,8/31/2016,Aug,2016,3/18/2016,200 Block of S 38TH ST,200,S,38TH,ST,33.411955,-111.748036,MESA,85206,"(33.411955, -111.748036)",2.01624E+11
20162440549,Larceny,8/31/2016,Aug,2016,8/31/2016,100 Block of E MAIN ST,100,E,MAIN,ST,33.41532,-111.828476,MESA,85210,"(33.41532, -111.828476)",2.01624E+11
20162440572,Larceny,8/31/2016,Aug,2016,7/5/2016,4700 Block of E BROWN RD,4700,E,BROWN,RD,33.437067,-111.729173,MESA,85205,"(33.437067, -111.729173)",2.01624E+11
20162440593,Larceny,8/31/2016,Aug,2016,8/30/2016,600 Block of E JENSEN ST,600,E,JENSEN,ST,33.44763,-111.817482,MESA,85203,"(33.44763, -111.817482)",2.01624E+11
20162440598,Larceny,8/31/2016,Aug,2016,8/31/2016,1800 Block of W BASELINE RD,1800,W,BASELINE,RD,33.378865,-111.873486,MESA,85202,"(33.378865, -111.873486)",2.01624E+11
20162440601,Larceny,8/31/2016,Aug,2016,8/31/2016,1900 Block of N STAPLEY DR,1900,N,STAPLEY,DR,33.45039,-111.80343,MESA,85203,"(33.45039, -111.80343)",2.01624E+11
20162440602,Larceny,8/31/2016,Aug,2016,8/31/2016,6700 Block of E MCKELLIPS RD,6700,E,MCKELLIPS,RD,33.45225,-111.686311,MESA,85215,"(33.45225, -111.686311)",2.01624E+11
20162440604,Larceny,8/31/2016,Aug,2016,8/31/2016,300 Block of N GILBERT RD,300,N,GILBERT,RD,33.42112,-111.788757,MESA,85213,"(33.42112, -111.788757)",2.01624E+11
20162440630,Larceny,8/31/2016,Aug,2016,8/31/2016,100 Block of E BROWN RD,100,E,BROWN,RD,33.435117,-111.827878,MESA,85201,"(33.435117, -111.827878)",2.01624E+11
20162440638,Larceny,8/31/2016,Aug,2016,8/30/2016,2700 Block of E BROWN RD,2700,E,BROWN,RD,33.437493,-111.771175,MESA,85213,"(33.437493, -111.771175)",2.01624E+11
20162440643,Larceny,8/31/2016,Aug,2016,8/31/2016,1500 Block of S CRISMON RD,1500,S,CRISMON,RD,33.388604,-111.613515,MESA,85209,"(33.388604, -111.613515)",2.01624E+11
20162440710,Aggravated Assault,8/31/2016,Aug,2016,8/31/2016,200 Block of E LEHI RD,200,E,LEHI,RD,33.45865,-111.826513,MESA,85201,"(33.45865, -111.826513)",2.01624E+11
20162440730,Aggravated Assault,8/31/2016,Aug,2016,8/31/2016,1400 Block of S REVERE,1400,S,REVERE,,33.38953,-111.847895,MESA,85210,"(33.38953, -111.847895)",2.01624E+11
20162440760,Robbery,8/31/2016,Aug,2016,8/31/2016,700 Block of E BROWN RD,700,E,BROWN,RD,33.435319,-111.815951,MESA,85203,"(33.435319, -111.815951)",2.01624E+11
20162440790,Larceny,8/31/2016,Aug,2016,8/31/2016,1100 Block of E DOLPHIN AVE,1100,E,DOLPHIN,AVE,33.402585,-111.800297,MESA,85204,"(33.402585, -111.800297)",2.01624E+11
20162440796,Larceny,8/31/2016,Aug,2016,8/31/2016,200 Block of E 6TH AVE,200,E,6TH,AVE,33.404034,-111.827122,MESA,85210,"(33.404034, -111.827122)",2.01624E+11
20162440809,Larceny,8/31/2016,Aug,2016,8/31/2016,5000 Block of E MAIN ST,5000,E,MAIN,ST,33.415273,-111.723771,MESA,85205,"(33.415273, -111.723771)",2.01624E+11
20162707010,Larceny,8/31/2016,Aug,2016,8/30/2016,5100 Block of E UNIVERSITY DR,5100,E,UNIVERSITY,DR,33.423643,-111.72059,MESA,85205,"(33.423643, -111.72059)",2.01627E+11
20162000387,Larceny,9/1/2016,Sep,2016,7/18/2016,1600 Block of S SIGNAL BUTTE RD,1600,S,SIGNAL BUTTE,RD,33.384958,-111.598936,MESA,85209,"(33.384958, -111.598936)",2.0162E+11
20162450013,Larceny,9/1/2016,Sep,2016,8/31/2016,1400 Block of S DOBSON RD,1400,S,DOBSON,RD,33.389154,-111.87438,MESA,85202,"(33.389154, -111.87438)",2.01625E+11
20162450110,Motor Vehicle Theft,9/1/2016,Sep,2016,9/1/2016,1400 Block of E DOWNING ST,1400,E,DOWNING,ST,33.42846,-111.800491,MESA,85203,"(33.42846, -111.800491)",2.01625E+11
20162450153,Larceny,9/1/2016,Sep,2016,8/28/2016,1600 Block of E HOPE ST,1600,E,HOPE,ST,33.442973,-111.796118,MESA,85203,"(33.442973, -111.796118)",2.01625E+11
20162450169,Forcible Rape,9/1/2016,Sep,2016,3/12/2016,1700 Block of E JUANITA AVE,1700,E,JUANITA,AVE,33.381614,-111.794595,MESA,85204,"(33.381614, -111.794595)",2.01625E+11
