Jul. 9  ,07/09/17, 107° / 83° ,  0.00 in ,  45% / 19% ,  30.04 / 29.80 ,  S 20 MPH   ,  63° / 52°
Jul. 10 ,07/10/17, 107° / 78° ,  0.07 in ,  69% / 17% ,  29.95 / 29.75 ,  S 24 MPH   ,  69° / 51°
Jul. 11 ,07/11/17, 102° / 77° ,  0.03 in ,  71% / 27% ,  29.98 / 29.79 ,  NNW 20 MPH ,  69° / 59°
Jul. 12 ,07/12/17, 107° / 81° ,  0.00 in ,  50% / 21% ,  29.93 / 29.78 ,  SW 16 MPH  ,  64° / 56°
Jul. 13 ,07/13/17, 108° / 81° ,  0.00 in ,  56% / 20% ,  29.99 / 29.81 ,  ESE 17 MPH ,  66° / 56°
Jul. 14 ,07/14/17, 107° / 82° ,  0.00 in ,  49% / 21% ,  30.01 / 29.86 ,  SE 18 MPH  ,  64° / 56°
Jul. 15 ,07/15/17, 108° / 83° ,  0.00 in ,  61% / 21% ,  30.01 / 29.83 ,  SE 23 MPH  ,  70° / 55°
Jul. 16 ,07/16/17, 104° / 74° ,  0.04 in ,  77% / 27% ,  30.00 / 29.76 ,  NE 29 MPH  ,  69° / 60°
Jul. 17 ,07/17/17,  99° / 75° ,  0.01 in ,  78% / 32% ,  29.97 / 29.80 ,  ESE 21 MPH ,  70° / 61°
Jul. 18 ,07/18/17,  99° / 73° ,  0.23 in ,  87% / 38% ,  30.00 / 29.86 ,  SE 22 MPH  ,  74° / 62°
Jul. 19 ,07/19/17, 102° / 78° ,  0.00 in ,  72% / 30% ,  30.02 / 29.88 ,  NW 17 MPH  ,  71° / 61°
Jul. 20 ,07/20/17, 101° / 77° ,  0.06 in ,  75% / 27% ,  30.04 / 29.84 ,  NW 19 MPH  ,  71° / 60°
Jul. 21 ,07/21/17, 102° / 79° ,  0.01 in ,  73% / 28% ,  29.99 / 29.80 ,  NNE 28 MPH ,  71° / 61°
Jul. 22 ,07/22/17, 104° / 80° ,  0.00 in ,  64% / 26% ,  29.95 / 29.79 ,  NE 20 MPH  ,  69° / 60°
Jul. 23 ,07/23/17, 102° / 73° ,  0.53 in ,  90% / 29% ,  29.94 / 29.77 ,  SE 31 MPH  ,  73° / 62°
Jul. 24 ,07/24/17,  89° / 72° ,  1.11 in ,  98% / 56% ,  29.99 / 29.86 ,  NE 13 MPH  ,  77° / 69°
Jul. 25 ,07/25/17, 100° / 76° ,  0.00 in ,  88% / 31% ,  30.00 / 29.90 ,  S 14 MPH   ,  75° / 63°
Jul. 26 ,07/26/17, 104° / 78° ,  0.00 in ,  70% / 23% ,  30.03 / 29.86 ,  NW 13 MPH  ,  71° / 56°
Jul. 27 ,07/27/17, 108° / 82° ,  0.00 in ,  62% / 20% ,  29.95 / 29.79 ,  NE 24 MPH  ,  68° / 56°
Jul. 28 ,07/28/17, 100° / 80° ,  0.00 in ,  63% / 30% ,  30.00 / 29.84 ,  SE 16 MPH  ,  70° / 60°
Jul. 29 ,07/29/17, 101° / 77° ,  0.07 in ,  79% / 27% ,  30.02 / 29.85 ,  NW 20 MPH  ,  71° / 60°
Jul. 30 ,07/30/17,  98° / 77° ,  0.00 in ,  79% / 35% ,  30.05 / 29.89 ,  WSW 11 MPH ,  73° / 64°
Jul. 31 ,07/31/17, 106° / 84° ,  0.00 in ,  60% / 26% ,  29.97 / 29.81 ,  NE 19 MPH  ,  71° / 61°
Aug. 1  ,08/01/17, 100° / 84° ,  0.00 in ,  56% / 32% ,  30.00 / 29.87 ,  SE 22 MPH  ,  67° / 59°
Aug. 2  ,08/02/17,  99° / 83° ,  0.04 in ,  69% / 34% ,  30.03 / 29.89 ,  SSE 17 MPH ,  73° / 62°
Aug. 3  ,08/03/17, 104° / 73° ,  0.83 in ,  88% / 28% ,  30.04 / 29.88 ,  E 24 MPH   ,  74° / 62°
Aug. 4  ,08/04/17, 100° / 75° ,  0.00 in ,  91% / 29% ,  30.02 / 29.83 ,  WSW 18 MPH ,  74° / 61°
Aug. 5  ,08/05/17, 102° / 77° ,  0.03 in ,  77% / 22% ,  29.96 / 29.79 ,  WSW 15 MPH ,  72° / 54°
Aug. 6  ,08/06/17, 101° / 76° ,  0.00 in ,  53% / 19% ,  29.94 / 29.80 ,  WSW 15 MPH ,  62° / 50°
Aug. 7  ,08/07/17, 103° / 74° ,  0.00 in ,  57% / 15% ,  29.95 / 29.81 ,  SW 21 MPH  ,  59° / 46°
Aug. 8  ,08/08/17, 107° / 75° ,  0.00 in ,  46% / 13% ,  29.95 / 29.80 ,  S 15 MPH   ,  54° / 43°
Aug. 9  ,08/09/17, 109° / 75° ,  0.00 in ,  50% / 14% ,  29.92 / 29.79 ,  SW 11 MPH  ,  55° / 45°
Aug. 10 ,08/10/17, 101° / 83° ,  0.00 in ,  50% / 23% ,  29.97 / 29.80 ,  SE 31 MPH  ,  64° / 51°
Aug. 11 ,08/11/17, 107° / 82° ,  0.00 in ,  54% / 22% ,  29.96 / 29.73 ,  S 16 MPH   ,  65° / 54°
Aug. 12 ,08/12/17, 102° / 78° ,  0.12 in ,  76% / 31% ,  29.97 / 29.80 ,  SW 19 MPH  ,  73° / 59°
Aug. 13 ,08/13/17,  99° / 74° ,  0.02 in ,  84% / 30% ,  30.02 / 29.80 ,  SSE 14 MPH ,  70° / 61°
Aug. 14 ,08/14/17, 101° / 82° ,  0.00 in ,  62% / 24% ,  29.91 / 29.73 ,  S 14 MPH   ,  70° / 56°
Aug. 15 ,08/15/17, 100° / 74° ,  0.00 in ,  53% / 19% ,  29.87 / 29.74 ,  W 16 MPH   ,  60° / 43°
Aug. 16 ,08/16/17, 102° / 71° ,  0.00 in ,  42% / 14% ,  29.95 / 29.82 ,  S 25 MPH   ,  52° / 39°
Aug. 17 ,08/17/17, 103° / 71° ,  0.00 in ,  35% / 8%  ,  30.01 / 29.87 ,  S 15 MPH   ,  48° / 29°
Aug. 18 ,08/18/17, 105° / 68° ,  0.00 in ,  37% / 9%  ,  30.00 / 29.84 ,  WSW 13 MPH ,  44° / 33°
Aug. 19 ,08/19/17, 104° / 72° ,  0.00 in ,  36% / 15% ,  29.98 / 29.79 ,  NW 14 MPH  ,  53° / 41°
Aug. 20 ,08/20/17, 100° / 80° ,  0.00 in ,  42% / 18% ,  29.96 / 29.81 ,  W 13 MPH   ,  59° / 48°
Aug. 21 ,08/21/17, 102° / 77° ,  0.00 in ,  48% / 18% ,  29.98 / 29.87 ,  W 15 MPH   ,  59° / 48°
Aug. 22 ,08/22/17, 108° / 76° ,  0.00 in ,  47% / 17% ,  30.01 / 29.85 ,  S 12 MPH   ,  57° / 51°
Aug. 23 ,08/23/17, 105° / 78° ,  0.09 in ,  59% / 19% ,  30.00 / 29.77 ,  SE 25 MPH  ,  66° / 52°
Aug. 24 ,08/24/17, 103° / 72° ,  0.01 in ,  74% / 23% ,  29.95 / 29.71 ,  ESE 15 MPH ,  66° / 54°
Aug. 25 ,08/25/17, 107° / 75° ,  0.00 in ,  55% / 17% ,  29.85 / 29.72 ,  WSW 14 MPH ,  60° / 51°
Aug. 26 ,08/26/17, 110° / 78° ,  0.00 in ,  45% / 18% ,  29.93 / 29.81 ,  SE 30 MPH  ,  59° / 53°
Aug. 27 ,08/27/17, 110° / 80° ,  0.00 in ,  51% / 18% ,  29.98 / 29.80 ,  ESE 23 MPH ,  62° / 52°
Aug. 28 ,08/28/17, 111° / 82° ,  0.00 in ,  41% / 13% ,  29.96 / 29.79 ,  ESE 22 MPH ,  58° / 47°
Aug. 29 ,08/29/17, 109° / 78° ,  0.00 in ,  43% / 14% ,  29.97 / 29.78 ,  NE 15 MPH  ,  56° / 47°
Aug. 30 ,08/30/17, 110° / 79° ,  0.00 in ,  41% / 14% ,  29.92 / 29.74 ,  S 15 MPH   ,  55° / 42°
Aug. 31 ,08/31/17, 110° / 77° ,  0.00 in ,  32% / 9%  ,  29.92 / 29.74 ,  ESE 18 MPH ,  49° / 33°
Sep. 1  ,09/01/17, 108° / 77° ,  0.00 in ,  29% / 12% ,  29.91 / 29.74 ,  S 16 MPH   ,  50° / 37°
Sep. 2  ,09/02/17, 100° / 81° ,  0.00 in ,  59% / 20% ,  30.00 / 29.84 ,  SSE 14 MPH ,  69° / 39°
Sep. 3  ,09/03/17, 102° / 75° ,  0.00 in ,  65% / 22% ,  30.06 / 29.89 ,  WSW 15 MPH ,  67° / 54°
Sep. 4  ,09/04/17, 103° / 77° ,  0.00 in ,  67% / 24% ,  29.99 / 29.78 ,  N 13 MPH   ,  68° / 56°
Sep. 5  ,09/05/17, 107° / 80° ,  0.00 in ,  50% / 18% ,  29.96 / 29.80 ,  E 20 MPH   ,  64° / 50°
Sep. 6  ,09/06/17, 110° / 76° ,  0.00 in ,  43% / 12% ,  29.98 / 29.80 ,  S 16 MPH   ,  55° / 44°
Sep. 7  ,09/07/17, 104° / 82° ,  0.04 in ,  49% / 22% ,  29.97 / 29.76 ,  SSW 20 MPH ,  62° / 46°
Sep. 8  ,09/08/17,  97° / 74° ,  0.11 in ,  75% / 24% ,  29.98 / 29.81 ,  ENE 27 MPH ,  66° / 54°
Sep. 9  ,09/09/17,  97° / 74° ,  0.00 in ,  73% / 29% ,  30.03 / 29.87 ,  SSE 11 MPH ,  66° / 57°
Sep. 10 ,09/10/17, 106° / 73° ,  0.00 in ,  68% / 20% ,  29.99 / 29.82 ,  NNW 12 MPH ,  65° / 55°
Sep. 11 ,09/11/17, 108° / 78° ,  0.00 in ,  43% / 16% ,  29.97 / 29.82 ,  S 11 MPH   ,  56° / 49°
Sep. 12 ,09/12/17, 108° / 78° ,  0.00 in ,  44% / 16% ,  29.93 / 29.74 ,  WSW 12 MPH ,  57° / 50°
Sep. 13 ,09/13/17, 106° / 79° ,  0.00 in ,  43% / 18% ,  29.86 / 29.70 ,  W 16 MPH   ,  58° / 51°
Sep. 14 ,09/14/17, 100° / 79° ,  0.19 in ,  70% / 23% ,  29.83 / 29.69 ,  SSE 34 MPH ,  70° / 54°
Sep. 15 ,09/15/17,  95° / 70° ,  0.00 in ,  62% / 18% ,  29.88 / 29.74 ,  S 18 MPH   ,  60° / 40°
Sep. 16 ,09/16/17,  96° / 65° ,  0.00 in ,  45% / 19% ,  29.94 / 29.78 ,  S 16 MPH   ,  53° / 40°
Sep. 17 ,09/17/17,  97° / 69° ,  0.00 in ,  48% / 14% ,  29.95 / 29.81 ,  SSW 19 MPH ,  53° / 39°
Sep. 18 ,09/18/17,  97° / 67° ,  0.00 in ,  37% / 8%  ,  29.98 / 29.82 ,  S 16 MPH   ,  46° / 25°
Sep. 19 ,09/19/17,  98° / 65° ,  0.00 in ,  42% / 11% ,  29.93 / 29.73 ,  SW 18 MPH  ,  53° / 23°
Sep. 20 ,09/20/17,  98° / 68° ,  0.00 in ,  44% / 11% ,  29.91 / 29.73 ,  SW 22 MPH  ,  55° / 22°
Sep. 21 ,09/21/17,  97° / 66° ,  0.00 in ,  36% / 11% ,  29.85 / 29.66 ,  W 20 MPH   ,  49° / 27°
Sep. 22 ,09/22/17,  88° / 66° ,  0.00 in ,  39% / 18% ,  29.81 / 29.67 ,  SW 16 MPH  ,  52° / 30°
Sep. 23 ,09/23/17,  85° / 56° ,  0.00 in ,  34% / 13% ,  29.79 / 29.70 ,  W 15 MPH   ,  33° / 24°
Sep. 24 ,09/24/17,  85° / 53° ,  0.00 in ,  43% / 11% ,  29.86 / 29.76 ,  W 12 MPH   ,  36° / 18°
Sep. 25 ,09/25/17,  88° / 50° ,  0.00 in ,  37% / 8%  ,  29.85 / 29.72 ,  S 12 MPH   ,  28° / 17°
Sep. 26 ,09/26/17,  88° / 54° ,  0.00 in ,  29% / 8%  ,  29.85 / 29.75 ,  NW 13 MPH  ,  29° / 17°
Sep. 27 ,09/27/17,  90° / 64° ,  0.00 in ,  25% / 9%  ,  29.91 / 29.79 ,  W 13 MPH   ,  30° / 22°
Sep. 28 ,09/28/17,  93° / 58° ,  0.00 in ,  37% / 17% ,  29.95 / 29.82 ,  WSW 14 MPH ,  47° / 27°
Sep. 29 ,09/29/17,  97° / 65° ,  0.00 in ,  40% / 14% ,  29.93 / 29.80 ,  SW 13 MPH  ,  53° / 32°
Sep. 30 ,09/30/17,  97° / 64° ,  0.00 in ,  38% / 11% ,  29.91 / 29.77 ,  SW 15 MPH  ,  51° / 30°
Oct. 1  ,10/01/17,  96° / 65° ,  0.00 in ,  31% / 9%  ,  29.84 / 29.61 ,  S 16 MPH   ,  39° / 27°
Oct. 2  ,10/02/17,  91° / 67° ,  0.00 in ,  39% / 14% ,  29.77 / 29.66 ,  WSW 15 MPH ,  44° / 27°
Oct. 3  ,10/03/17,  97° / 60° ,  0.00 in ,  44% / 8%  ,  29.89 / 29.76 ,  S 16 MPH   ,  43° / 25°
Oct. 4  ,10/04/17,  98° / 64° ,  0.00 in ,  39% / 16% ,  29.98 / 29.85 ,  WSW 13 MPH ,  48° / 31°
Oct. 5  ,10/05/17,  97° / 70° ,  0.00 in ,  40% / 14% ,  29.92 / 29.79 ,  WSW 13 MPH ,  46° / 34°
Oct. 6  ,10/06/17,  95° / 61° ,  0.00 in ,  41% / 8%  ,  29.96 / 29.81 ,  W 12 MPH   ,  41° / 19°
Oct. 7  ,10/07/17,  95° / 59° ,  0.00 in ,  24% / 6%  ,  29.88 / 29.73 ,  W 13 MPH   ,  27° / 15°
Oct. 8  ,10/08/17,  94° / 55° ,  0.00 in ,  31% / 7%  ,  29.78 / 29.64 ,  S 12 MPH   ,  29° / 17°
Oct. 9  ,10/09/17,  87° / 60° ,  0.00 in ,  32% / 9%  ,  29.98 / 29.71 ,  NE 30 MPH  ,  35° / 10°
Oct. 10 ,10/10/17,  94° / 66° ,  0.00 in ,  28% / 10% ,  30.04 / 29.87 ,  NE 27 MPH  ,  35° / 12°
Oct. 11 ,10/11/17,  97° / 60° ,  0.00 in ,  40% / 13% ,  29.93 / 29.80 ,  S 13 MPH   ,  41° / 32°
Oct. 12 ,10/12/17,  94° / 60° ,  0.00 in ,  40% / 8%  ,  29.95 / 29.84 ,  ESE 10 MPH ,  41° / 22°
Oct. 13 ,10/13/17,  95° / 59° ,  0.00 in ,  33% / 10% ,  30.00 / 29.88 ,  WSW 11 MPH ,  36° / 26°
Oct. 14 ,10/14/17,  92° / 57° ,  0.00 in ,  42% / 11% ,  30.04 / 29.93 ,  N 10 MPH   ,  39° / 29°
Oct. 15 ,10/15/17,  97° / 64° ,  0.00 in ,  32% / 5%  ,  30.15 / 30.02 ,  NE 18 MPH  ,  36° / 14°
Oct. 16 ,10/16/17,  99° / 68° ,  0.00 in ,  28% / 11% ,  30.15 / 29.98 ,  NE 16 MPH  ,  41° / 23°
Oct. 17 ,10/17/17,  98° / 67° ,  0.00 in ,  39% / 15% ,  30.07 / 29.91 ,  NE 12 MPH  ,  48° / 40°
Oct. 18 ,10/18/17,  94° / 62° ,  0.00 in ,  52% / 15% ,  29.99 / 29.84 ,  NW 11 MPH  ,  48° / 36°
Oct. 19 ,10/19/17,  96° / 67° ,  0.00 in ,  37% / 14% ,  29.88 / 29.74 ,  SSE 12 MPH ,  49° / 36°
Oct. 20 ,10/20/17,  88° / 62° ,  0.00 in ,  39% / 19% ,  29.86 / 29.72 ,  W 18 MPH   ,  47° / 34°
Oct. 21 ,10/21/17,  83° / 57° ,  0.00 in ,  56% / 23% ,  30.09 / 29.81 ,  W 14 MPH   ,  45° / 36°
Oct. 22 ,10/22/17,  91° / 53° ,  0.00 in ,  54% / 9%  ,  30.20 / 30.07 ,  N 13 MPH   ,  40° / 23°
Oct. 23 ,10/23/17,  96° / 57° ,  0.00 in ,  28% / 8%  ,  30.16 / 30.02 ,  NE 14 MPH  ,  34° / 21°
Oct. 24 ,10/24/17, 100° / 65° ,  0.00 in ,  26% / 8%  ,  30.14 / 29.99 ,  NE 25 MPH  ,  33° / 24°
Oct. 25 ,10/25/17,  97° / 65° ,  0.00 in ,  30% / 10% ,  30.07 / 29.86 ,  ENE 18 MPH ,  35° / 29°
Oct. 26 ,10/26/17,  91° / 58° ,  0.00 in ,  35% / 10% ,  29.94 / 29.82 ,  SW 12 MPH  ,  37° / 25°
Oct. 27 ,10/27/17,  91° / 54° ,  0.00 in ,  40% / 10% ,  29.96 / 29.83 ,  NW 13 MPH  ,  35° / 25°
Oct. 28 ,10/28/17,  90° / 54° ,  0.00 in ,  40% / 10% ,  29.94 / 29.82 ,  NE 12 MPH  ,  33° / 25°
Oct. 29 ,10/29/17,  91° / 55° ,  0.00 in ,  37% / 11% ,  29.92 / 29.79 ,  W 10 MPH   ,  36° / 23°
Oct. 30 ,10/30/17,  86° / 59° ,  0.00 in ,  35% / 16% ,  29.87 / 29.72 ,  SSE 11 MPH ,  41° / 25°
Oct. 31 ,10/31/17,  81° / 59° ,  0.00 in ,  57% / 25% ,  29.94 / 29.81 ,  SE 12 MPH  ,  46° / 32°
Nov. 1  ,11/01/17,  83° / 55° ,  0.00 in ,  55% / 19% ,  29.96 / 29.84 ,  SE 15 MPH  ,  45° / 35°
Nov. 2  ,11/02/17,  82° / 58° ,  0.00 in ,  61% / 30% ,  30.05 / 29.94 ,  S 14 MPH   ,  50° / 43°
Nov. 3  ,11/03/17,  82° / 58° ,  0.00 in ,  61% / 28% ,  30.10 / 29.96 ,  S 12 MPH   ,  50° / 41°
Nov. 4  ,11/04/17,  84° / 63° ,  0.00 in ,  53% / 23% ,  30.00 / 29.87 ,  ESE 10 MPH ,  49° / 39°
Nov. 5  ,11/05/17,  79° / 57° ,  0.00 in ,  65% / 31% ,  30.05 / 29.94 ,  SW 12 MPH  ,  52° / 39°
Nov. 6  ,11/06/17,  82° / 53° ,  0.00 in ,  64% / 23% ,  30.10 / 29.98 ,  SE 10 MPH  ,  45° / 37°
Nov. 7  ,11/07/17,  80° / 60° ,  0.00 in ,  49% / 27% ,  30.10 / 30.00 ,  SW 9 MPH   ,  46° / 37°
Nov. 8  ,11/08/17,  81° / 57° ,  0.02 in ,  81% / 32% ,  30.09 / 29.96 ,  NW 11 MPH  ,  55° / 43°
Nov. 9  ,11/09/17,  85° / 57° ,  0.00 in ,  64% / 28% ,  30.02 / 29.90 ,  WSW 10 MPH ,  49° / 41°
Nov. 10 ,11/10/17,  84° / 52° ,  0.00 in ,  69% / 25% ,  29.97 / 29.86 ,  S 10 MPH   ,  48° / 37°
Nov. 11 ,11/11/17,  85° / 53° ,  0.00 in ,  57% / 15% ,  30.01 / 29.90 ,  S 10 MPH   ,  43° / 28°
Nov. 12 ,11/12/17,  86° / 49° ,  0.00 in ,  48% / 12% ,  30.07 / 29.96 ,  W 10 MPH   ,  34° / 26°
Nov. 13 ,11/13/17,  85° / 58° ,  0.00 in ,  37% / 15% ,  30.11 / 30.00 ,  SW 9 MPH   ,  35° / 27°
Nov. 14 ,11/14/17,  85° / 52° ,  0.00 in ,  45% / 12% ,  30.06 / 29.93 ,  W 10 MPH   ,  36° / 25°
Nov. 15 ,11/15/17,  84° / 50° ,  0.00 in ,  42% / 13% ,  30.03 / 29.92 ,  WSW 9 MPH  ,  32° / 25°
Nov. 16 ,11/16/17,  86° / 50° ,  0.00 in ,  42% / 11% ,  30.01 / 29.90 ,  NW 9 MPH   ,  31° / 24°
Nov. 17 ,11/17/17,  79° / 56° ,  0.00 in ,  41% / 16% ,  30.02 / 29.92 ,  SE 10 MPH  ,  37° / 24°
Nov. 18 ,11/18/17,  79° / 52° ,  0.00 in ,  53% / 10% ,  30.15 / 29.99 ,  NE 27 MPH  ,  39° / 5°
Nov. 19 ,11/19/17,  82° / 50° ,  0.00 in ,  30% / 10% ,  30.08 / 29.90 ,  NNE 16 MPH ,  25° / 7°
Nov. 20 ,11/20/17,  79° / 45° ,  0.00 in ,  38% / 13% ,  30.06 / 29.95 ,  N 19 MPH   ,  29° / 17°
Nov. 21 ,11/21/17,  78° / 47° ,  0.00 in ,  39% / 12% ,  30.14 / 30.01 ,  NW 12 MPH  ,  29° / 22°
Nov. 22 ,11/22/17,  89° / 50° ,  0.00 in ,  40% / 9%  ,  30.17 / 30.05 ,  NE 13 MPH  ,  31° / 22°
Nov. 23 ,11/23/17,  87° / 53° ,  0.00 in ,  40% / 16% ,  30.11 / 29.93 ,  NE 11 MPH  ,  37° / 22°
Nov. 24 ,11/24/17,  86° / 52° ,  0.00 in ,  45% / 14% ,  29.97 / 29.86 ,  NNW 10 MPH ,  34° / 29°
Nov. 25 ,11/25/17,  85° / 50° ,  0.00 in ,  49% / 16% ,  30.10 / 29.96 ,  SW 11 MPH  ,  38° / 30°
Nov. 26 ,11/26/17,  87° / 49° ,  0.00 in ,  51% / 13% ,  30.13 / 29.92 ,  SW 9 MPH   ,  34° / 24°
Nov. 27 ,11/27/17,  84° / 49° ,  0.00 in ,  44% / 13% ,  29.93 / 29.77 ,  WNW 12 MPH ,  36° / 24°
Nov. 28 ,11/28/17,  77° / 44° ,  0.00 in ,  54% / 18% ,  30.04 / 29.87 ,  WSW 10 MPH ,  36° / 27°
Nov. 29 ,11/29/17,  77° / 51° ,  0.00 in ,  47% / 19% ,  30.09 / 29.99 ,  W 10 MPH   ,  36° / 28°
Nov. 30 ,11/30/17,  73° / 58° ,  0.00 in ,  40% / 22% ,  30.10 / 29.98 ,  W 9 MPH    ,  37° / 28°
Dec. 1  ,12/01/17,  76° / 54° ,  0.00 in ,  44% / 22% ,  30.03 / 29.94 ,  NE 9 MPH   ,  38° / 31°
Dec. 2  ,12/02/17,  85° / 52° ,  0.00 in ,  47% / 17% ,  30.04 / 29.93 ,  S 13 MPH   ,  40° / 31°
Dec. 3  ,12/03/17,  80° / 55° ,  0.00 in ,  49% / 24% ,  30.01 / 29.84 ,  S 10 MPH   ,  41° / 32°
Dec. 4  ,12/04/17,  71° / 48° ,  0.00 in ,  60% / 28% ,  29.98 / 29.87 ,  W 10 MPH   ,  41° / 18°
Dec. 5  ,12/05/17,  65° / 44° ,  0.00 in ,  39% / 17% ,  30.12 / 29.96 ,  NE 16 MPH  ,  29° / 15°
Dec. 6  ,12/06/17,  76° / 50° ,  0.00 in ,  41% / 10% ,  30.14 / 30.02 ,  NE 26 MPH  ,  29° / 3°
Dec. 7  ,12/07/17,  66° / 40° ,  0.00 in ,  23% / 7%  ,  30.35 / 30.13 ,  N 21 MPH   ,  9° /-4°
Dec. 8  ,12/08/17,  66° / 34° ,  0.00 in ,  36% / 12% ,  30.37 / 30.22 ,  WSW 9 MPH  ,  15° / 4°
Dec. 9  ,12/09/17,  77° / 35° ,  0.00 in ,  42% / 10% ,  30.34 / 30.17 ,  ENE 17 MPH ,  20° / 11°
Dec. 10 ,12/10/17,  78° / 54° ,  0.00 in ,  16% / 8%  ,  30.27 / 30.15 ,  NE 18 MPH  ,  16° / 3°
Dec. 11 ,12/11/17,  78° / 51° ,  0.00 in ,  20% / 7%  ,  30.26 / 30.16 ,  NE 16 MPH  ,  14° /-2°
Dec. 12 ,12/12/17,  76° / 43° ,  0.00 in ,  23% / 8%  ,  30.25 / 30.05 ,  NE 17 MPH  ,  15° / 2°
Dec. 13 ,12/13/17,  77° / 46° ,  0.00 in ,  26% / 8%  ,  30.07 / 29.90 ,  NE 15 MPH  ,  20° / 6°
Dec. 14 ,12/14/17,  75° / 40° ,  0.00 in ,  33% / 12% ,  30.11 / 29.90 ,  NE 20 MPH  ,  23° / 9°
Dec. 15 ,12/15/17,  72° / 44° ,  0.00 in ,  31% / 13% ,  30.22 / 29.96 ,  NE 22 MPH  ,  21° / 10°
Dec. 16 ,12/16/17,  70° / 38° ,  0.00 in ,  41% / 12% ,  29.97 / 29.71 ,  S 13 MPH   ,  23° / 13°
Dec. 17 ,12/17/17,  60° / 48° ,  0.32 in ,  87% / 28% ,  30.03 / 29.78 ,  SE 21 MPH  ,  47° / 18°
Dec. 18 ,12/18/17,  65° / 43° ,  0.00 in ,  81% / 39% ,  30.16 / 29.99 ,  S 12 MPH   ,  44° / 36°
Dec. 19 ,12/19/17,  66° / 38° ,  0.00 in ,  90% / 35% ,  30.24 / 30.13 ,  SE 10 MPH  ,  47° / 34°
Dec. 20 ,12/20/17,  68° / 36° ,  0.00 in ,  86% / 31% ,  30.16 / 29.84 ,  SE 12 MPH  ,  40° / 31°
Dec. 21 ,12/21/17,  55° / 34° ,  0.00 in ,  63% / 21% ,  30.12 / 29.84 ,  W 16 MPH   ,  35° / 11°
Dec. 22 ,12/22/17,  57° / 27° ,  0.00 in ,  72% / 20% ,  30.33 / 30.11 ,  WSW 10 MPH ,  23° / 14°
Dec. 23 ,12/23/17,  64° / 32° ,  0.00 in ,  65% / 21% ,  30.27 / 30.11 ,  WSW 7 MPH  ,  26° / 20°
Dec. 24 ,12/24/17,  70° / 36° ,  0.00 in ,  62% / 16% ,  30.22 / 30.08 ,  W 9 MPH    ,  26° / 21°
Dec. 25 ,12/25/17,  66° / 37° ,  0.00 in ,  52% / 18% ,  30.15 / 30.03 ,  WSW 6 MPH  ,  27° / 20°
Dec. 26 ,12/26/17,  70° / 36° ,  0.00 in ,  57% / 13% ,  30.16 / 30.05 ,  SW 9 MPH   ,  26° / 17°
Dec. 27 ,12/27/17,  73° / 39° ,  0.00 in ,  54% / 16% ,  30.20 / 30.07 ,  W 6 MPH    ,  27° / 19°
Dec. 28 ,12/28/17,  77° / 37° ,  0.00 in ,  53% / 11% ,  30.20 / 30.07 ,  SW 10 MPH  ,  28° / 17°
Dec. 29 ,12/29/17,  78° / 39° ,  0.00 in ,  49% / 9%  ,  30.19 / 30.07 ,  W 7 MPH    ,  25° / 15°
Dec. 30 ,12/30/17,  77° / 38° ,  0.00 in ,  46% / 11% ,  30.14 / 29.99 ,  WSW 11 MPH ,  22° / 14°
Dec. 31 ,12/31/17,  70° / 39° ,  0.00 in ,  48% / 14% ,  30.13 / 30.03 ,  W 6 MPH    ,  24° / 17°
